entry_order,unique_ID,article_citation,last_name,pub_year,pub_name,search_where,doi,data_type,continent,spatial_scale,study_system,page_no,input_where_did_they_cite_data,input_data_name,input_data_form,input_how_to_access,input_citation_for_data,input_link_to_data,synthSourceCount,gt1ExceptionRule,input_storage_location,input_what_repository,input_data_distance,input_DOI_to_data,input_available_on_data_one,output_storage_location,output_what_repository,output_data_distance,output_DOI_to_data,notes
354,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,National Fish and Wildlife Foundation Funding Database,database,link (working),NA,http://www.nfwf.org/whatwedo/grants/search/Pages/Grant-Search.aspx,1,unique,gov_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
355,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Pinellas County project database,database,link (working),NA,http://www.pinellascounty.org/resident/nature_environment.htm,1,unique,gov_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
356,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Nature Conservancy,database,link (working),NA,http://www.tnclands.tnc.org,1,unique,ngo_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
357,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Suwannee River Water Management District,person,not provided,NA,NA,NA,unique,NA,NA,not accessible,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
358,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Florida Dept. of Transportation Mitigation Plan,report,not provided,NA,NA,NA,unique,NA,NA,3,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
359,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Florida Dept. of Environmental Protection 319 Grant Database,database,link (working),NA,http://www.dep.state.fl.us/water/nonpoint/319h.htm,1,unique,gov_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
360,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,News sources,[media sources],not provided,NA,NA,NA,unique,NA,NA,not accessible,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
361,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Army Corps of Engineers ORM database,database,link (broken),NA,http://www.dep.state.fl.us/Water/wetlands/erp/index.htm,1,unique,gov_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
362,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,5 Star Wetland Restoration Grant database,database,link (working),NA,http://water.epa.gov/grants_funding/wetlands/restore/states.cfm#fl,1,unique,gov_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
363,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,South West Florida Water Management District permit database,database,link (broken),NA,http://fl.waterpermits.com,3,unique,gov_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
364,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Sarasota Bay Estuary Program website project management database,database,link (working),NA,http://sarasotabay.org/habitat-restoration/habitat-restoration-map/,1,unique,ngo_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
365,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Water Management District Permit Portal database,database,link (broken),NA,http://fl.waterpermits.com,3,?,gov_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
366,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Florida Dept. of Environmental Protection ERP permit database,database,link (broken),NA,http://fl.waterpermits.com,3,?,gov_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
367,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,"""Snowball sampling"" email survey results",person,not provided,NA,NA,NA,unique,NA,NA,not accessible,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
368,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Tampa Bay Estuary Program Database,database,link (broken),NA,http://www.tbeptech.org.data,1,unique,ngo_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
369,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Florida Ecological Restoration Inventory project database,database,link (broken),NA,http://www.dep.state.fl.us/Water/wetlands/feri,1,unique,gov_repo,NA,2,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
370,castillo_2016_riverresearchapplications,"Castillo, et al. (2016). A synthesis of stream restoration efforts in Florida (USA). River Research and Applications",Castillo,2016,River Research and Applications,WOS,10.1002/rra.3014,secondary,north america,regional,lotic,5,table,Florida Dept. of Environmental Protection Mining Report,report,not provided,NA,NA,NA,unique,NA,NA,3,NA,,website,NA,not accessible,NA,"http://www.watershedecology.org/databases.html. Database not online when visited June 20, 2018."
371,meyer_2015_naturecommunications,"Meyer, C. et al. (2015). Global prioirities for an effective information basis of biodiversity distributions",Meyer,2015,Nature Communications,WOS,10.1038/ncomms9221,secondary,global,global,terrestrial,6,not cited,Expert-provided species range maps,spatial,not provided,NA,NA,NA,unique,NA,NA,not accessible,NA,,NA,NA,NA,NA,
372,meyer_2015_naturecommunications,"Meyer, C. et al. (2015). Global prioirities for an effective information basis of biodiversity distributions",Meyer,2015,Nature Communications,WOS,10.1038/ncomms9221,secondary,global,global,terrestrial,7,not cited,GBIF,database,not provided,NA,NA,NA,unique,website,GBIF,2,NA,,NA,NA,NA,NA,No link or citation to GBIF; assumption appears to be that everyone knows where GBIF resides
373,meyer_2015_naturecommunications,"Meyer, C. et al. (2015). Global prioirities for an effective information basis of biodiversity distributions",Meyer,2015,Nature Communications,WOS,10.1038/ncomms9221,secondary,global,global,terrestrial,NA,supplement,Global digital elevation model,spatial,link (working),US Geological Survey. 1996. GTOPO30. ,http://www1.gsi.go.jp/geowww/globalmap-gsi/gtopo30/gtopo30.html,1,unique,gov_repo,NA,2,NA,,NA,NA,NA,NA,"Link broken, but contains link to new site (https://lta.cr.usgs.gov/GTOPO30)"
374,meyer_2015_naturecommunications,"Meyer, C. et al. (2015). Global prioirities for an effective information basis of biodiversity distributions",Meyer,2015,Nature Communications,WOS,10.1038/ncomms9221,secondary,global,global,terrestrial,7,methods (data),IUCN Protected areas data,spatial,not provided,"IUCN  and  UNEP. The  World  Database  on  Protected  Areas  (WDPA).  UNEP-WCMC.  Cambridge,  UK.(2009)",NA,1,unique,ngo_repo,IUCN,2,NA,,NA,NA,NA,NA,
375,meyer_2015_naturecommunications,"Meyer, C. et al. (2015). Global prioirities for an effective information basis of biodiversity distributions",Meyer,2015,Nature Communications,WOS,10.1038/ncomms9221,secondary,global,global,terrestrial,7,methods (data),City (>50000 persons) location travel time data,spatial,link (working),"Nelson, A. 2008. Travel time to major cities: a global map of accessibility. Global Environment Monitoring Unit - Joint Research Centre of the European Commission, Ispra Italy.",http://forobs.jrc.ec.europa.eu/products/gam/,1,unique,gov_repo,NA,2,NA,,NA,NA,NA,NA,This Meyer paper is a good example of how NOT to bury mention/citation of a supplements section
376,meyer_2015_naturecommunications,"Meyer, C. et al. (2015). Global prioirities for an effective information basis of biodiversity distributions",Meyer,2015,Nature Communications,WOS,10.1038/ncomms9221,secondary,global,global,terrestrial,7,methods (data),airport and airfield locations,spatial,link (working),"Partow, A. 2003.  The Global Airport Database. Release Version 0.0.1.",http://www.partow.net/miscellaneous/airportdatabase/,1,unique,website,NA,2,NA,,NA,NA,NA,NA,
377,meyer_2015_naturecommunications,"Meyer, C. et al. (2015). Global prioirities for an effective information basis of biodiversity distributions",Meyer,2015,Nature Communications,WOS,10.1038/ncomms9221,secondary,global,global,terrestrial,NA,supplement,Global Peace Index,spatial,link (working),"Institute for Economics and Peace. 2012. Global Peace Index 2008–2012 Institute for Economics and Peace: Sydney, Australia",http://www.visionofhumanity.org/,1,unique,website,NA,2,NA,,NA,NA,NA,NA,
378,meyer_2015_naturecommunications,"Meyer, C. et al. (2015). Global prioirities for an effective information basis of biodiversity distributions",Meyer,2015,Nature Communications,WOS,10.1038/ncomms9221,secondary,global,global,terrestrial,NA,supplement,Country H-index calculated from publication data,spatial,link (working),"SCImago. SJR —SCImago    Journal    &    Country    Rank.Retrieved    March    12,    2013,    from http://www.scimagojr.com. (2007)",http://www.scimagojr.com,1,unique,website,NA,2,NA,,NA,NA,NA,NA,
